250 50
e1 e2 52.623694
e1 e3 18.834654
e1 e4 76.420843
e1 e5 54.017466
e1 e6 24.378014
e1 e7 40.068405
e1 e8 74.675384
e1 e9 9.041017
e1 e10 46.168829
e1 e11 84.053777
e1 e12 78.564076
e1 e13 46.643696
e1 e14 51.821007
e1 e15 3.890449
e1 e16 39.491712
e1 e17 19.328905
e1 e18 8.818819
e1 e19 15.240418
e1 e20 60.471594
e1 e21 63.546452
e1 e22 39.595214
e1 e23 41.800736
e1 e24 24.383349
e1 e25 20.353432
e1 e26 24.305684
e1 e27 11.729677
e1 e28 97.934476
e1 e29 5.253607
e1 e30 53.454947
e1 e31 46.706923
e1 e32 44.737735
e1 e33 69.035548
e1 e34 10.831549
e1 e35 67.984163
e1 e36 56.689723
e1 e37 43.435942
e1 e38 29.872022
e1 e39 2.909394
e1 e40 71.763240
e1 e41 24.272430
e1 e42 18.337998
e1 e43 50.675659
e1 e44 61.423142
e1 e45 26.695795
e1 e46 9.282345
e1 e47 89.655032
e1 e48 27.695659
e1 e49 42.306177
e1 e50 58.462973
e1 e51 54.936294
e1 e52 19.102386
e1 e53 42.337148
e1 e54 27.046443
e1 e55 21.108902
e1 e56 6.725655
e1 e57 78.588204
e1 e58 70.591013
e1 e59 61.047706
e1 e60 28.464402
e1 e61 60.701509
e1 e62 66.080607
e1 e63 81.977631
e1 e64 10.736630
e1 e65 47.095835
e1 e66 78.064746
e1 e67 73.714417
e1 e68 53.935163
e1 e69 20.920503
e1 e70 64.856624
e1 e71 27.786086
e1 e72 53.396220
e1 e73 54.653331
e1 e74 55.581040
e1 e75 21.197482
e1 e76 11.654125
e1 e77 73.498117
e1 e78 46.944257
e1 e79 37.147357
e1 e80 11.284899
e1 e81 51.276706
e1 e82 18.974056
e1 e83 69.826398
e1 e84 42.722357
e1 e85 71.540438
e1 e86 48.919294
e1 e87 57.958914
e1 e88 67.620584
e1 e89 62.801971
e1 e90 41.978506
e1 e91 67.537498
e1 e92 16.563106
e1 e93 78.065830
e1 e94 37.922128
e1 e95 56.564551
e1 e96 39.756729
e1 e97 47.683652
e1 e98 62.286760
e1 e99 71.164892
e1 e100 7.893415
e1 e101 9.983577
e1 e102 61.872772
e1 e103 65.599819
e1 e104 85.494371
e1 e105 59.761157
e1 e106 91.432299
e1 e107 39.248757
e1 e108 17.089526
e1 e109 73.252827
e1 e110 12.043342
e1 e111 6.225403
e1 e112 73.569181
e1 e113 52.662158
e1 e114 24.738988
e1 e115 92.260850
e1 e116 41.003102
e1 e117 25.059181
e1 e118 64.010661
e1 e119 73.302860
e1 e120 39.389362
e1 e121 49.193504
e1 e122 31.294223
e1 e123 16.839546
e1 e124 62.240632
e1 e125 26.538801
e1 e126 8.569820
e1 e127 28.666925
e1 e128 65.874206
e1 e129 26.423155
e1 e130 58.118595
e1 e131 68.687297
e1 e132 35.745628
e1 e133 25.672706
e1 e134 28.189609
e1 e135 58.745968
e1 e136 25.249577
e1 e137 24.782479
e1 e138 74.281539
e1 e139 54.389198
e1 e140 8.942740
e1 e141 90.213147
e1 e142 69.172755
e1 e143 21.487518
e1 e144 86.389557
e1 e145 12.584655
e1 e146 14.802124
e1 e147 12.229747
e1 e148 29.723719
e1 e149 71.820845
e1 e150 22.519632
e1 e151 60.466507
e1 e152 23.864936
e1 e153 24.965085
e1 e154 34.884426
e1 e155 86.921513
e1 e156 25.675891
e1 e157 69.837925
e1 e158 60.202376
e1 e159 35.414671
e1 e160 70.040514
e1 e161 63.029792
e1 e162 69.562611
e1 e163 83.225323
e1 e164 69.879380
e1 e165 72.262893
e1 e166 50.199458
e1 e167 61.693257
e1 e168 14.401654
e1 e169 49.207110
e1 e170 22.566245
e1 e171 52.642145
e1 e172 36.358238
e1 e173 70.316231
e1 e174 28.723210
e1 e175 74.275937
e1 e176 75.102627
e1 e177 22.346699
e1 e178 45.411301
e1 e179 30.357336
e1 e180 76.028459
e1 e181 57.246290
e1 e182 13.915769
e1 e183 54.230807
e1 e184 58.197916
e1 e185 82.308663
e1 e186 20.003041
e1 e187 15.531081
e1 e188 52.850296
e1 e189 81.623214
e1 e190 37.574996
e1 e191 99.324491
e1 e192 60.712846
e1 e193 30.846206
e1 e194 23.575341
e1 e195 64.955766
e1 e196 40.581506
e1 e197 32.582677
e1 e198 38.956797
e1 e199 24.341769
e1 e200 28.280202
e1 e201 49.777464
e1 e202 13.024130
e1 e203 53.490979
e1 e204 69.186800
e1 e205 55.708848
e1 e206 29.763977
e1 e207 74.724306
e1 e208 26.480992
e1 e209 35.795256
e1 e210 40.600294
e1 e211 9.030023
e1 e212 17.193088
e1 e213 42.364244
e1 e214 41.432050
e1 e215 39.067184
e1 e216 22.373169
e1 e217 29.629591
e1 e218 31.614121
e1 e219 42.071934
e1 e220 62.522142
e1 e221 72.530514
e1 e222 57.489428
e1 e223 23.775059
e1 e224 50.702205
e1 e225 68.456310
e1 e226 38.185913
e1 e227 77.053590
e1 e228 57.810590
e1 e229 63.498773
e1 e230 43.505308
e1 e231 46.947009
e1 e232 62.744093
e1 e233 34.222616
e1 e234 62.729505
e1 e235 43.935435
e1 e236 41.070171
e1 e237 70.926156
e1 e238 70.996243
e1 e239 43.527296
e1 e240 79.434071
e1 e241 52.217029
e1 e242 58.222596
e1 e243 21.826929
e1 e244 13.317272
e1 e245 77.769883
e1 e246 19.224814
e1 e247 70.537553
e1 e248 36.850547
e1 e249 35.920800
e1 e250 51.364550
e2 e3 42.143983
e2 e4 60.182856
e2 e5 102.227815
e2 e6 76.013227
e2 e7 58.398970
e2 e8 100.706081
e2 e9 56.753934
e2 e10 25.742703
e2 e11 88.625163
e2 e12 73.364807
e2 e13 16.930252
e2 e14 22.805355
e2 e15 49.938472
e2 e16 58.264581
e2 e17 55.109973
e2 e18 47.859198
e2 e19 42.398554
e2 e20 24.274944
e2 e21 52.342213
e2 e22 74.774658
e2 e23 86.139117
e2 e24 35.154530
e2 e25 72.481898
e2 e26 70.253212
e2 e27 57.392354
e2 e28 97.927596
e2 e29 49.050922
e2 e30 87.460608
e2 e31 78.394207
e2 e32 54.831121
e2 e33 67.854370
e2 e34 41.857082
e2 e35 111.486603
e2 e36 64.824025
e2 e37 76.419190
e2 e38 70.972721
e2 e39 54.307299
e2 e40 110.255522
e2 e41 72.786262
e2 e42 34.291080
e2 e43 81.997252
e2 e44 95.905972
e2 e45 46.310880
e2 e46 57.823218
e2 e47 87.752825
e2 e48 67.834274
e2 e49 46.912982
e2 e50 83.308602
e2 e51 34.544694
e2 e52 36.233749
e2 e53 72.086631
e2 e54 79.272740
e2 e55 51.818924
e2 e56 45.899368
e2 e57 86.248076
e2 e58 109.668737
e2 e59 68.719004
e2 e60 81.022198
e2 e61 98.128920
e2 e62 28.885008
e2 e63 82.265629
e2 e64 53.386598
e2 e65 20.255934
e2 e66 70.015010
e2 e67 44.920498
e2 e68 31.322159
e2 e69 66.313890
e2 e70 97.822791
e2 e71 80.090470
e2 e72 94.605600
e2 e73 22.610108
e2 e74 55.760302
e2 e75 67.936306
e2 e76 48.413372
e2 e77 111.213434
e2 e78 19.696393
e2 e79 86.012892
e2 e80 45.572280
e2 e81 5.449012
e2 e82 71.597335
e2 e83 98.513268
e2 e84 40.016229
e2 e85 66.530258
e2 e86 59.274907
e2 e87 38.959799
e2 e88 93.817491
e2 e89 54.844498
e2 e90 11.000418
e2 e91 65.725391
e2 e92 59.251773
e2 e93 61.739467
e2 e94 71.820016
e2 e95 83.438589
e2 e96 85.578651
e2 e97 5.864644
e2 e98 83.302080
e2 e99 71.930036
e2 e100 56.283680
e2 e101 58.758453
e2 e102 66.694251
e2 e103 104.661766
e2 e104 84.793116
e2 e105 83.210143
e2 e106 86.479211
e2 e107 87.350218
e2 e108 50.293878
e2 e109 113.027936
e2 e110 44.624784
e2 e111 47.008347
e2 e112 117.656441
e2 e113 0.191848
e2 e114 77.330992
e2 e115 91.287284
e2 e116 87.264034
e2 e117 61.193908
e2 e118 12.167788
e2 e119 86.868210
e2 e120 27.841841
e2 e121 20.374359
e2 e122 67.508111
e2 e123 67.398235
e2 e124 19.826529
e2 e125 71.706612
e2 e126 46.620942
e2 e127 28.062741
e2 e128 96.227622
e2 e129 77.246544
e2 e130 78.354908
e2 e131 81.270520
e2 e132 61.330776
e2 e133 69.420251
e2 e134 33.193821
e2 e135 65.078981
e2 e136 74.046483
e2 e137 32.675109
e2 e138 113.921095
e2 e139 77.502893
e2 e140 58.669014
e2 e141 89.156465
e2 e142 107.167071
e2 e143 72.246532
e2 e144 87.036438
e2 e145 53.642568
e2 e146 62.589764
e2 e147 60.754178
e2 e148 79.248064
e2 e149 34.370229
e2 e150 72.318219
e2 e151 95.443868
e2 e152 43.127590
e2 e153 73.429562
e2 e154 34.427815
e2 e155 81.483886
e2 e156 47.726880
e2 e157 62.297813
e2 e158 15.450198
e2 e159 60.770317
e2 e160 60.918660
e2 e161 45.101994
e2 e162 103.236670
e2 e163 93.893632
e2 e164 93.991803
e2 e165 90.079224
e2 e166 95.874294
e2 e167 27.534295
e2 e168 63.883285
e2 e169 94.997758
e2 e170 74.192736
e2 e171 48.791862
e2 e172 85.683570
e2 e173 66.122963
e2 e174 72.521803
e2 e175 115.006345
e2 e176 116.249618
e2 e177 32.129674
e2 e178 92.627619
e2 e179 79.383003
e2 e180 118.246217
e2 e181 91.673541
e2 e182 64.238107
e2 e183 97.398989
e2 e184 87.169393
e2 e185 74.295025
e2 e186 69.390328
e2 e187 57.301027
e2 e188 16.244641
e2 e189 88.021243
e2 e190 88.739012
e2 e191 98.787222
e2 e192 52.039733
e2 e193 25.141844
e2 e194 43.853586
e2 e195 36.450438
e2 e196 20.866813
e2 e197 44.740087
e2 e198 55.314451
e2 e199 34.921326
e2 e200 80.537190
e2 e201 69.871822
e2 e202 41.384176
e2 e203 88.353352
e2 e204 55.271534
e2 e205 49.045565
e2 e206 71.981441
e2 e207 96.839359
e2 e208 31.962406
e2 e209 72.371504
e2 e210 87.700185
e2 e211 44.278791
e2 e212 64.305410
e2 e213 21.061955
e2 e214 27.830937
e2 e215 30.044720
e2 e216 57.301751
e2 e217 28.422963
e2 e218 74.531562
e2 e219 92.232066
e2 e220 65.848257
e2 e221 27.326246
e2 e222 84.143329
e2 e223 34.444308
e2 e224 99.337528
e2 e225 18.851477
e2 e226 14.472577
e2 e227 83.343834
e2 e228 14.995914
e2 e229 81.143819
e2 e230 85.775363
e2 e231 23.655837
e2 e232 11.904096
e2 e233 57.984328
e2 e234 60.310513
e2 e235 73.840319
e2 e236 21.078775
e2 e237 52.475816
e2 e238 37.703857
e2 e239 14.966764
e2 e240 68.598717
e2 e241 39.243854
e2 e242 58.761670
e2 e243 53.242864
e2 e244 48.384764
e2 e245 72.091057
e2 e246 45.077857
e2 e247 43.133275
e2 e248 62.855134
