50 15
e1 e2 111.833782
e1 e3 11.487313
e1 e4 51.945891
e1 e5 48.754422
e1 e6 62.828884
e1 e7 23.706612
e1 e8 39.698845
e1 e9 75.624890
e1 e10 80.494453
e1 e11 53.948042
e1 e12 65.388624
e1 e13 66.703448
e1 e14 92.287048
e1 e15 106.421487
e1 e16 71.057917
e1 e17 68.815113
e1 e18 74.936259
e1 e19 89.099615
e1 e20 35.193428
e1 e21 79.839057
e1 e22 54.729743
e1 e23 64.505510
e1 e24 65.321041
e1 e25 74.723469
e1 e26 52.438943
e1 e27 106.716828
e1 e28 88.511615
e1 e29 96.456795
e1 e30 32.584259
e1 e31 81.789781
e1 e32 48.828419
e1 e33 66.681555
e1 e34 89.578827
e1 e35 34.214635
e1 e36 37.056274
e1 e37 38.913903
e1 e38 50.399926
e1 e39 40.438952
e1 e40 3.154255
e1 e41 39.151985
e1 e42 94.357238
e1 e43 82.090743
e1 e44 33.121202
e1 e45 51.739721
e1 e46 75.744013
e1 e47 69.781550
e1 e48 69.464285
e1 e49 82.903509
e1 e50 90.185118
e2 e3 102.203725
e2 e4 70.137370
e2 e5 78.191877
e2 e6 49.618934
e2 e7 89.404686
e2 e8 86.590531
e2 e9 43.173422
e2 e10 33.132036
e2 e11 62.261611
e2 e12 91.056935
e2 e13 87.122453
e2 e14 39.640150
e2 e15 8.470293
e2 e16 40.803423
e2 e17 44.596392
e2 e18 46.809095
e2 e19 44.083216
e2 e20 81.770052
e2 e21 34.397613
e2 e22 60.054471
e2 e23 63.407263
e2 e24 55.280977
e2 e25 38.087570
e2 e26 62.561101
e2 e27 6.815997
e2 e28 40.538066
e2 e29 30.046296
e2 e30 104.589804
e2 e31 94.508667
e2 e32 88.804915
e2 e33 79.493311
e2 e34 32.181336
e2 e35 93.282251
e2 e36 76.202289
e2 e37 99.112729
e2 e38 70.625337
e2 e39 94.359641
e2 e40 110.682759
e2 e41 88.767250
e2 e42 39.759328
e2 e43 49.138989
e2 e44 92.217308
e2 e45 83.007768
e2 e46 61.904785
e2 e47 89.465961
e2 e48 73.853938
e2 e49 95.181679
e2 e50 47.454064
e3 e4 40.489046
e3 e5 37.325839
e3 e6 52.752959
e3 e7 18.194426
e3 e8 28.493098
e3 e9 68.161655
e3 e10 70.241711
e3 e11 47.106261
e3 e12 55.008487
e3 e13 66.193428
e3 e14 81.078970
e3 e15 97.212345
e3 e16 61.661848
e3 e17 58.480267
e3 e18 68.038736
e3 e19 77.796226
e3 e20 23.774398
e3 e21 71.287841
e3 e22 47.316822
e3 e23 59.628536
e3 e24 58.865322
e3 e25 65.881604
e3 e26 41.564021
e3 e27 96.833775
e3 e28 77.322421
e3 e29 85.545283
e3 e30 24.483038
e3 e31 71.493030
e3 e32 48.480799
e3 e33 64.850635
e3 e34 78.737990
e3 e35 23.562712
e3 e36 29.961177
e3 e37 29.499107
e3 e38 45.414147
e3 e39 30.222656
e3 e40 9.144093
e3 e41 28.136725
e3 e42 83.126467
e3 e43 76.077483
e3 e44 22.232837
e3 e45 40.619086
e3 e46 71.288702
e3 e47 59.260729
e3 e48 58.136679
e3 e49 72.634185
e3 e50 78.799340
e4 e5 8.317514
e4 e6 24.709521
e4 e7 38.789310
e4 e8 16.731263
e4 e9 51.144063
e4 e10 37.173046
e4 e11 40.299567
e4 e12 30.170343
e4 e13 76.189690
e4 e14 41.529142
e4 e15 67.529088
e4 e16 35.647034
e4 e17 26.774842
e4 e18 53.736902
e4 e19 37.808256
e4 e20 16.787297
e4 e21 48.057139
e4 e22 37.762515
e4 e23 56.199114
e4 e24 49.096424
e4 e25 42.162322
e4 e26 11.798842
e4 e27 63.776554
e4 e28 37.930381
e4 e29 47.491594
e4 e30 34.794138
e4 e31 43.545629
e4 e32 63.340867
e4 e33 70.927998
e4 e34 41.323260
e4 e35 23.811951
e4 e36 34.014346
e4 e37 28.975389
e4 e38 46.917532
e4 e39 24.226090
e4 e40 49.575962
e4 e41 18.808225
e4 e42 43.438608
e4 e43 64.039778
e4 e44 23.187212
e4 e45 14.887546
e4 e46 66.580135
e4 e47 31.906930
e4 e48 21.816993
e4 e49 44.720789
e4 e50 38.459196
e5 e6 32.879955
e5 e7 39.458746
e5 e8 10.046134
e5 e9 58.914547
e5 e10 45.353080
e5 e11 46.411351
e5 e12 24.295354
e5 e13 80.942676
e5 e14 47.798397
e5 e15 75.764093
e5 e16 43.863742
e5 e17 35.090284
e5 e18 61.289084
e5 e19 43.707996
e5 e20 15.432266
e5 e21 56.244534
e5 e22 44.160276
e5 e23 62.472291
e5 e24 56.011148
e5 e25 50.322071
e5 e26 19.408161
e5 e27 71.757751
e5 e28 44.387201
e5 e29 54.516060
e5 e30 27.489216
e5 e31 39.297616
e5 e32 66.905919
e5 e33 76.188438
e5 e34 48.668948
e5 e35 17.222572
e5 e36 37.493718
e5 e37 21.070992
e5 e38 52.046950
e5 e39 16.285261
e5 e40 46.090756
e5 e41 11.724517
e5 e42 49.557818
e5 e43 71.527149
e5 e44 17.139625
e5 e45 7.420343
e5 e46 73.272817
e5 e47 26.958844
e5 e48 21.043246
e5 e49 40.497925
e5 e50 43.759006
e6 e7 41.835263
e6 e8 39.110653
e6 e9 27.155486
e6 e10 17.725622
e6 e11 24.201797
e6 e12 53.412882
e6 e13 61.341474
e6 e14 34.974996
e6 e15 45.340096
e6 e16 11.017256
e6 e17 6.572022
e6 e18 30.374445
e6 e19 33.920462
e6 e20 32.493932
e6 e21 23.364593
e6 e22 20.954352
e6 e23 37.356062
e6 e24 28.334416
e6 e25 17.453340
e6 e26 14.030034
e6 e27 44.091213
e6 e28 31.362195
e6 e29 35.757602
e6 e30 56.428413
e6 e31 64.080475
e6 e32 53.384604
e6 e33 54.682873
e6 e34 28.732157
e6 e35 45.075158
e6 e36 30.039428
e6 e37 52.118680
e6 e38 33.554077
e6 e39 47.627224
e6 e40 61.437278
e6 e41 41.354949
e6 e42 37.176787
e6 e43 40.664828
e6 e44 43.724044
e6 e45 39.556379
e6 e46 45.682705
e6 e47 54.074679
e6 e48 40.084116
e6 e49 65.152493
e6 e50 36.914522
e7 e8 34.164150
e7 e9 51.942109
e7 e10 59.468288
e7 e11 30.241589
e7 e12 62.008731
e7 e13 48.975557
e7 e14 74.533755
e7 e15 83.540608
e7 e16 48.685858
e7 e17 48.255788
e7 e18 51.238362
e7 e19 72.114626
e7 e20 24.121465
e7 e21 56.560239
e7 e22 31.087056
e7 e23 41.602953
e7 e24 41.676555
e7 e25 51.702493
e7 e26 34.544420
e7 e27 84.685066
e7 e28 70.719774
e7 e29 77.134530
e7 e30 38.821034
e7 e31 78.086695
e7 e32 31.795325
e7 e33 47.002540
e7 e34 70.099462
e7 e35 32.857003
e7 e36 13.488787
e7 e37 41.135897
e7 e38 27.366867
e7 e39 39.832497
e7 e40 23.622861
e7 e41 35.023885
e7 e42 76.712589
e7 e43 58.613864
e7 e44 30.883197
e7 e45 45.289756
e7 e46 53.184410
e7 e47 65.538054
e7 e48 59.928765
e7 e49 79.282787
e7 e50 73.977857
e8 e9 63.318488
e8 e10 53.489868
e8 e11 47.825124
e8 e12 27.939512
e8 e13 79.532134
e8 e14 57.685586
e8 e15 83.575757
e8 e16 50.055187
